order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,quantity,discount_percent,sale_price,profit
2842,2023-08-05,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,OFF-PA-10000100,180,7,5,227.7,2.3000000000000114
2843,2023-04-22,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,OFF-ST-10001809,120,2,3,138.6,1.4000000000000057
2844,2022-11-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10000387,40,3,2,39.6,0.3999999999999986
2845,2023-09-30,Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central,Furniture,Chairs,FUR-CH-10004853,710,8,3,841.5,8.5
2846,2022-06-30,First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,OFF-AR-10001958,50,3,5,49.5,0.5
2847,2022-06-24,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10003527,680,3,3,752.4,7.600000000000023
2848,2022-03-04,Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Furniture,Furnishings,FUR-FU-10003832,60,6,5,59.4,0.6000000000000014
2849,2022-12-14,Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Binders,OFF-BI-10001359,2390,3,3,2663.1,26.90000000000009
2850,2022-07-02,Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,OFF-BI-10002976,10,6,2,9.9,0.09999999999999964
2851,2023-08-17,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10000736,50,1,4,59.4,0.6000000000000014
2852,2023-01-26,Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001745,30,4,5,29.7,0.3000000000000007
2853,2022-06-27,Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,FUR-FU-10000409,10,1,5,9.9,0.09999999999999964
2854,2022-12-23,Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,FUR-FU-10000221,20,4,3,19.8,0.1999999999999993
2855,2022-07-14,Same Day,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,OFF-ST-10000344,40,3,2,39.6,0.3999999999999986
2856,2023-12-08,Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,OFF-LA-10003663,20,7,4,19.8,0.1999999999999993
2857,2022-03-03,First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,FUR-CH-10001215,1490,4,3,1584.0,16.0
2858,2023-07-11,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Chairs,FUR-CH-10000988,180,2,3,227.7,2.3000000000000114
2859,2023-09-21,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,TEC-AC-10003441,60,4,3,69.3,0.7000000000000028
2860,2023-05-29,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Phones,TEC-PH-10004389,310,3,3,376.2,3.8000000000000114
2861,2023-02-24,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Bookcases,FUR-BO-10004695,1340,9,5,1613.7,16.299999999999955
2862,2022-08-16,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,OFF-PA-10000100,240,7,3,287.1,2.8999999999999773
2863,2022-09-02,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,OFF-PA-10000223,20,4,2,19.8,0.1999999999999993
2864,2023-10-03,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10001325,30,3,5,29.7,0.3000000000000007
2865,2022-01-03,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10004249,70,7,4,79.2,0.7999999999999972
2866,2023-05-27,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10000588,50,3,4,59.4,0.6000000000000014
2867,2022-02-10,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10000946,20,4,2,29.7,0.3000000000000007
2868,2023-05-19,Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Supplies,OFF-SU-10001225,10,5,4,9.9,0.09999999999999964
2869,2023-05-31,Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Storage,OFF-ST-10001558,40,3,5,39.6,0.3999999999999986
2870,2023-04-29,Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,FUR-FU-10001546,20,2,5,19.8,0.1999999999999993
2871,2023-10-05,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,OFF-PA-10002581,60,3,5,69.3,0.7000000000000028
2872,2023-03-26,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,FUR-CH-10001482,270,3,3,306.9,3.1000000000000227
2873,2022-09-15,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,OFF-AR-10002399,0,1,3,0.0,0.0
2874,2023-07-17,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10001963,750,8,2,801.9,8.100000000000023
2875,2023-04-18,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,OFF-FA-10002988,10,3,4,9.9,0.09999999999999964
2876,2022-02-16,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,FUR-CH-10004289,120,2,2,148.5,1.5
2877,2022-05-15,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,FUR-CH-10000785,920,7,5,999.9,10.100000000000023
2878,2023-08-31,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Envelopes,OFF-EN-10003040,50,2,4,49.5,0.5
2879,2022-12-15,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Art,OFF-AR-10001573,0,2,5,0.0,0.0
2880,2023-09-11,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Technology,Accessories,TEC-AC-10000844,210,3,5,247.5,2.5
2881,2023-06-28,Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,OFF-BI-10000756,30,6,2,29.7,0.3000000000000007
2882,2022-11-06,Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Supplies,OFF-SU-10000381,30,3,5,29.7,0.3000000000000007
2883,2022-07-12,Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central,Office Supplies,Binders,OFF-BI-10004094,10,5,5,9.9,0.09999999999999964
2884,2023-01-19,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10001852,10,4,5,9.9,0.09999999999999964
2885,2023-06-24,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10000014,20,2,4,19.8,0.1999999999999993
2886,2023-09-12,Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Furniture,Chairs,FUR-CH-10003396,290,5,5,306.9,3.1000000000000227
2887,2022-09-17,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003811,10,3,2,9.9,0.09999999999999964
2888,2023-02-01,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10003172,10,2,2,9.9,0.09999999999999964
2889,2023-07-12,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000289,20,5,5,29.7,0.3000000000000007
2890,2023-01-08,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10000791,20,5,5,19.8,0.1999999999999993
2891,2022-08-26,Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Furniture,Chairs,FUR-CH-10002304,40,2,2,49.5,0.5
2892,2023-07-08,Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Office Supplies,Binders,OFF-BI-10000136,20,3,2,19.8,0.1999999999999993
2893,2022-05-31,Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,OFF-PA-10003739,10,2,5,9.9,0.09999999999999964
2894,2023-03-31,Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,OFF-PA-10002479,30,5,4,29.7,0.3000000000000007
2895,2022-02-14,Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,FUR-FU-10000771,60,11,5,69.3,0.7000000000000028
2896,2022-09-11,Standard Class,Corporate,United States,Rochester,New York,14609,East,Technology,Phones,TEC-PH-10001552,40,3,2,39.6,0.3999999999999986
2897,2022-02-03,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,OFF-AR-10001915,50,5,4,49.5,0.5
2898,2022-07-02,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Copiers,TEC-CO-10000971,890,4,2,950.4,9.600000000000023
2899,2022-02-24,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,FUR-CH-10004086,330,2,5,405.9,4.100000000000023
2900,2022-07-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Copiers,TEC-CO-10000971,410,2,2,475.2,4.800000000000011
2901,2022-12-22,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10001317,10,4,4,9.9,0.09999999999999964
2902,2022-10-09,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,OFF-PA-10003656,150,7,5,178.2,1.8000000000000114
2903,2022-10-05,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10002160,20,5,4,19.8,0.1999999999999993
2904,2022-10-15,Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Office Supplies,Paper,OFF-PA-10000575,30,7,5,39.6,0.3999999999999986
2905,2022-03-25,Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Furniture,Chairs,FUR-CH-10003981,470,3,5,534.6,5.399999999999977
2906,2022-02-15,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,OFF-ST-10002615,290,2,4,306.9,3.1000000000000227
2907,2023-10-13,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Paper,OFF-PA-10000327,10,2,4,9.9,0.09999999999999964
2908,2023-07-11,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Storage,OFF-ST-10001325,40,5,2,49.5,0.5
2909,2023-05-06,Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,OFF-LA-10001771,10,3,3,9.9,0.09999999999999964
2910,2022-07-26,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,OFF-FA-10004968,10,3,5,9.9,0.09999999999999964
2911,2022-06-14,Standard Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,OFF-AP-10000576,330,4,2,386.1,3.8999999999999773
2912,2023-01-17,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,OFF-EN-10003286,30,5,2,39.6,0.3999999999999986
2913,2022-07-23,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Art,OFF-AR-10003772,30,4,5,39.6,0.3999999999999986
2914,2022-07-06,Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Binders,OFF-BI-10002852,30,3,4,39.6,0.3999999999999986
2915,2023-01-22,Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,TEC-PH-10002890,110,3,2,138.6,1.4000000000000057
2916,2023-03-14,Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Office Supplies,Binders,OFF-BI-10001308,10,2,2,9.9,0.09999999999999964
2917,2023-12-01,Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,TEC-PH-10001750,230,4,5,257.4,2.6000000000000227
2918,2022-12-20,First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,OFF-AR-10003338,10,1,3,9.9,0.09999999999999964
2919,2022-03-22,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,OFF-FA-10002763,20,5,2,19.8,0.1999999999999993
2920,2022-11-23,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10002088,10,2,3,9.9,0.09999999999999964
2921,2022-09-06,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10003976,60,7,3,69.3,0.7000000000000028
2922,2022-04-12,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10001511,120,2,4,128.7,1.3000000000000114
2923,2022-10-09,Second Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10000301,0,3,3,0.0,0.0
2924,2022-07-24,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Fasteners,OFF-FA-10003495,10,1,4,9.9,0.09999999999999964
2925,2022-12-10,First Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Appliances,OFF-AP-10001303,20,1,4,19.8,0.1999999999999993
2926,2023-04-18,First Class,Consumer,United States,Watertown,New York,13601,East,Furniture,Furnishings,FUR-FU-10002116,60,1,3,69.3,0.7000000000000028
2927,2023-10-02,Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10000771,20,3,3,19.8,0.1999999999999993
2928,2022-04-14,Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Art,OFF-AR-10002255,10,3,5,9.9,0.09999999999999964
2929,2022-04-11,Standard Class,Home Office,United States,Burlington,North Carolina,27217,South,Office Supplies,Binders,OFF-BI-10004995,1340,4,5,1613.7,16.299999999999955
2930,2022-10-22,Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central,Furniture,Furnishings,FUR-FU-10002597,20,4,5,19.8,0.1999999999999993
2931,2023-07-19,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004970,10,2,2,9.9,0.09999999999999964
2932,2023-07-03,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002557,10,2,3,9.9,0.09999999999999964
2933,2023-03-25,Same Day,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,FUR-CH-10000785,120,1,4,138.6,1.4000000000000057
2934,2023-02-10,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10002310,140,1,4,158.4,1.5999999999999943
2935,2023-03-22,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,TEC-PH-10002834,370,3,5,425.7,4.300000000000011
2936,2023-10-11,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,OFF-EN-10000927,30,1,3,39.6,0.3999999999999986
2937,2022-08-17,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001636,40,7,4,49.5,0.5
2938,2023-04-19,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10001736,220,7,3,247.5,2.5
2939,2023-03-27,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10000482,160,5,4,188.1,1.9000000000000057
2940,2022-10-22,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001658,50,3,3,59.4,0.6000000000000014
2941,2023-10-18,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10000422,80,1,3,89.1,0.9000000000000057
2942,2023-10-10,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10004675,1390,7,5,1514.7,15.299999999999955
2943,2022-07-28,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10002880,350,3,5,366.3,3.6999999999999886
2944,2022-09-05,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10000675,290,9,3,306.9,3.1000000000000227
2945,2023-10-09,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10002685,20,1,3,19.8,0.1999999999999993
2946,2022-02-23,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10004020,40,7,2,39.6,0.3999999999999986
2947,2022-11-06,Standard Class,Home Office,United States,San Diego,California,92024,West,Furniture,Furnishings,FUR-FU-10004963,20,3,4,29.7,0.3000000000000007
2948,2022-01-13,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,OFF-BI-10000174,50,14,3,59.4,0.6000000000000014
2949,2023-07-11,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Envelopes,OFF-EN-10000461,30,5,4,39.6,0.3999999999999986
2950,2022-07-22,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Accessories,TEC-AC-10001266,40,4,3,39.6,0.3999999999999986
2951,2022-05-16,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,OFF-PA-10002160,20,5,4,19.8,0.1999999999999993
2952,2023-04-01,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Chairs,FUR-CH-10004875,100,2,3,108.9,1.0999999999999943
2953,2023-09-06,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,FUR-FU-10000305,90,2,5,108.9,1.0999999999999943
2954,2022-07-16,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,TEC-PH-10000347,10,2,2,9.9,0.09999999999999964
2955,2022-07-28,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,TEC-PH-10001459,590,2,4,663.3,6.7000000000000455
2956,2023-08-21,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10000439,30,1,5,39.6,0.3999999999999986
2957,2023-09-08,Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,Chairs,FUR-CH-10002647,180,3,4,188.1,1.9000000000000057
2958,2023-12-31,Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10003910,0,1,3,0.0,0.0
2959,2023-03-25,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10001097,20,4,3,19.8,0.1999999999999993
2960,2023-04-06,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners,OFF-FA-10004854,40,4,3,49.5,0.5
2961,2023-07-21,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10003673,20,3,3,19.8,0.1999999999999993
2962,2022-12-07,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Labels,OFF-LA-10002034,40,8,3,39.6,0.3999999999999986
2963,2022-02-20,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,FUR-CH-10002774,70,2,5,79.2,0.7999999999999972
2964,2023-05-17,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,FUR-CH-10003817,80,2,2,99.0,1.0
2965,2023-04-11,Second Class,Corporate,United States,Oceanside,California,92054,West,Office Supplies,Binders,OFF-BI-10002949,20,5,2,19.8,0.1999999999999993
2966,2022-02-28,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Furnishings,FUR-FU-10002445,20,2,2,19.8,0.1999999999999993
2967,2022-11-11,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,FUR-FU-10001473,30,6,4,29.7,0.3000000000000007
2968,2023-11-21,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Storage,OFF-ST-10002562,30,4,4,29.7,0.3000000000000007
2969,2023-04-23,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,OFF-AP-10002118,410,3,2,495.0,5.0
2970,2022-02-05,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,OFF-PA-10001800,30,6,2,29.7,0.3000000000000007
2971,2023-12-23,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10002827,10,8,4,9.9,0.09999999999999964
2972,2023-12-16,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10004671,30,2,4,29.7,0.3000000000000007
2973,2022-05-28,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,OFF-ST-10000736,240,4,5,257.4,2.6000000000000227
2974,2023-03-07,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10004656,10,5,4,9.9,0.09999999999999964
2975,2022-01-23,Standard Class,Consumer,United States,Allen,Texas,75002,Central,Furniture,Tables,FUR-TA-10001095,210,2,2,237.6,2.4000000000000057
2976,2022-06-19,Standard Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Paper,OFF-PA-10000213,20,4,4,19.8,0.1999999999999993
2977,2022-12-15,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,FUR-CH-10001797,160,7,2,188.1,1.9000000000000057
2978,2022-02-24,Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,OFF-ST-10002214,20,2,2,19.8,0.1999999999999993
2979,2022-04-12,Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,Chairs,FUR-CH-10000422,460,6,3,544.5,5.5
2980,2023-02-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10003848,20,4,4,19.8,0.1999999999999993
2981,2022-06-13,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10003623,40,2,5,39.6,0.3999999999999986
2982,2023-05-01,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10001797,100,4,4,118.8,1.2000000000000028
2983,2022-12-09,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10003094,10,4,3,9.9,0.09999999999999964
2984,2023-09-07,Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,OFF-ST-10002205,50,3,3,49.5,0.5
2985,2022-01-28,Second Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,FUR-TA-10003238,230,1,4,277.2,2.8000000000000114
2986,2023-07-31,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10000755,20,4,2,19.8,0.1999999999999993
2987,2023-01-30,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,OFF-PA-10002893,20,2,3,19.8,0.1999999999999993
2988,2022-05-25,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,OFF-ST-10000689,1140,9,5,1257.3,12.700000000000045
2989,2022-04-05,Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10004227,10,1,2,9.9,0.09999999999999964
2990,2022-06-08,Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10000174,20,4,2,19.8,0.1999999999999993
2991,2023-05-22,Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,OFF-ST-10001809,410,5,5,445.5,4.5
2992,2022-04-05,Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10002309,30,7,5,29.7,0.3000000000000007
2993,2023-08-15,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10004532,50,3,5,59.4,0.6000000000000014
2994,2022-05-25,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,OFF-BI-10003091,840,4,5,891.0,9.0
2995,2022-06-20,Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Binders,OFF-BI-10004654,50,4,2,59.4,0.6000000000000014
2996,2023-02-15,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,OFF-ST-10000760,50,5,3,59.4,0.6000000000000014
2997,2022-11-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,OFF-EN-10001539,20,4,5,19.8,0.1999999999999993
2998,2022-10-08,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10000550,0,1,3,0.0,0.0
2999,2022-07-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10003628,90,4,2,99.0,1.0
3000,2022-05-24,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Machines,TEC-MA-10004521,200,3,4,207.9,2.0999999999999943
3001,2022-03-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,OFF-AP-10003860,40,2,4,39.6,0.3999999999999986
3002,2023-04-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10000069,10,2,3,9.9,0.09999999999999964
3003,2022-04-01,Standard Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Binders,OFF-BI-10003655,20,5,5,19.8,0.1999999999999993
3004,2022-08-30,Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10001628,30,4,2,29.7,0.3000000000000007
3005,2023-01-09,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,OFF-AP-10003779,190,1,3,207.9,2.0999999999999943
3006,2022-07-15,Standard Class,Home Office,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Binders,OFF-BI-10000666,80,3,4,89.1,0.9000000000000057
3007,2022-04-29,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10000828,720,5,5,891.0,9.0
3008,2022-02-24,Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,OFF-BI-10002706,30,3,5,29.7,0.3000000000000007
3009,2023-01-26,First Class,Consumer,United States,Murray,Kentucky,42071,South,Furniture,Furnishings,FUR-FU-10004748,160,3,2,188.1,1.9000000000000057
3010,2022-07-29,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,OFF-AP-10000026,210,5,4,237.6,2.4000000000000057
3011,2023-03-09,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,OFF-BI-10000773,10,5,2,9.9,0.09999999999999964
3012,2022-01-16,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Technology,Machines,TEC-MA-10000822,2190,5,5,2524.5,25.5
3013,2022-08-01,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,OFF-BI-10001543,20,2,5,19.8,0.1999999999999993
3014,2023-10-23,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,OFF-BI-10003355,10,6,3,9.9,0.09999999999999964
3015,2023-11-26,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,OFF-PA-10002005,20,4,4,19.8,0.1999999999999993
3016,2023-07-09,Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Tables,FUR-TA-10004154,290,2,4,336.6,3.3999999999999773
3017,2023-07-06,Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Office Supplies,Storage,OFF-ST-10002743,650,8,2,722.7,7.2999999999999545
